광종,기간,예측가격(달러_톤),수급안정화지수,시장전망지표
동,2021-11-11,3379.890988,64.071276,89.797223
동,2013-04-21,3379.621699,7.499749,9.099263
동,2016-06-04,8469.326532,64.069725,91.21534
동,2009-10-24,3380.041397,64.066347,8.109892
동,2015-06-03,3380.01589,44.460226,6.098043
동,2021-03-28,3380.017748,64.068946,47.679762
동,2012-05-30,4763.968729,64.068133,77.430981
동,2009-12-12,9946.656016,29.707464,90.732403
동,2015-08-01,9228.145352,64.062694,20.604105
동,2013-08-19,5883.98786,64.067053,93.433171
동,2011-05-05,3380.093563,64.063012,66.305609
동,2018-04-25,3379.621699,64.060795,88.351691
동,2008-04-27,5831.479231,61.297513,86.779832
동,2027-10-01,3379.970575,60.695149,20.148146
동,2008-01-01,5832.100096,40.894771,36.971352
동,2008-01-01,7873.075107,64.05892,93.506639
동,2008-01-01,3379.621699,64.069393,29.241903
동,2022-07-06,3379.857828,64.067073,55.142348
동,2023-07-12,3379.959069,64.069118,54.638468
동,2012-10-03,7751.883633,42.254273,7.638218
동,2008-01-01,3379.621699,64.06297,93.282073
동,2010-06-06,3379.668913,31.439757,92.908695
동,2018-01-27,3379.621699,7.499749,2.841759
동,2018-10-21,3379.621699,41.675162,2.841759
동,2008-01-01,3610.104758,64.060391,42.613614
동,2021-12-28,5843.639784,47.368564,5.237324
동,2010-05-20,7189.907636,64.06425,40.835446
동,2012-01-15,3379.743724,41.745361,3.513873
동,2008-01-01,3379.679626,64.071643,43.922753
동,2016-10-06,3379.980046,27.319123,15.106586
동,2017-01-03,3380.133699,8.63611,41.265879
동,2019-12-06,7753.213197,64.06659,3.606736
동,2008-01-01,3379.748659,12.209322,2.841759
동,2011-07-26,3379.793848,19.89362,24.057976
동,2013-03-12,3380.054724,64.071378,50.633506
동,2022-03-29,3379.995231,48.943516,38.794788
동,2016-04-01,3379.621699,64.065232,42.606873
동,2014-12-19,9946.656016,64.070072,39.091087
동,2008-01-01,3380.036583,75.616962,53.291736
동,2014-12-19,9946.656016,64.060735,30.322944
동,2013-10-04,3379.894721,63.762087,42.515641
동,2009-08-18,4950.894822,64.067291,62.007806
동,2013-07-15,3380.061581,64.068242,31.509967
동,2008-01-01,3379.845513,64.066308,7.485095
동,2014-05-27,3379.621699,64.065271,91.094684
동,2012-08-28,8426.251617,64.065624,8.579941
동,2013-04-07,3380.013334,9.073139,27.588335
동,2014-06-03,3379.977682,63.960179,56.573078
동,2008-01-01,3380.056665,64.067735,93.24693
동,2013-01-28,4748.078542,64.060508,6.180955
동,2013-10-15,7300.26337,64.369996,76.83624
동,2013-05-11,8532.945219,64.066298,36.23054
동,2014-09-22,9236.075457,13.952542,30.465353
동,2010-01-11,6071.78977,52.13458,30.896195
동,2008-01-01,8054.192247,64.062403,19.479667
동,2010-06-11,3379.967119,64.06,38.566393
동,2012-06-28,3379.621699,64.067151,6.936253
동,2010-05-13,3379.684505,64.066122,47.491878
동,2014-11-27,3380.077536,64.063891,2.841759
동,2008-01-01,3379.795215,64.060419,49.814929
동,2013-02-08,9946.656016,64.06115,13.431812
동,2010-09-11,8157.528733,64.069527,82.994373
동,2013-07-29,3379.859324,64.065247,9.262165
동,2008-01-01,3379.621699,64.059923,45.277478
동,2011-01-12,3379.621699,42.175277,43.974396
동,2022-01-03,3379.71771,64.062523,25.886548
동,2011-08-10,7030.296181,72.570388,44.379736
동,2012-11-28,3380.126764,64.062789,28.496835
동,2012-11-22,8868.204252,64.063926,92.509039
동,2008-01-01,3379.980891,12.108444,23.756698
동,2024-07-20,8008.375893,64.068592,39.104035
동,2019-11-05,3379.621699,27.021649,35.163957
동,2018-01-04,3379.621699,15.396574,42.183465
동,2008-01-01,3379.910041,41.024745,82.488231
동,2008-02-01,3379.621699,64.066224,27.831139
동,2008-01-01,3379.873907,64.06471,72.116124
동,2008-01-01,3380.061023,74.721634,2.841759
동,2015-12-06,5873.150054,70.97339,16.206321
동,2013-06-24,6185.94491,64.069042,27.817629
동,2013-08-09,3380.025168,64.065216,12.668468
동,2009-12-13,6572.999407,41.060619,91.478455
동,2012-11-26,7941.113094,79.092679,73.724268
동,2013-01-10,3379.629117,64.062408,9.230948
동,2009-08-20,6033.589564,64.065998,47.867524
동,2021-09-17,3379.647044,8.801256,90.877991
동,2013-11-30,3379.878423,64.067814,28.285095
동,2015-07-29,3379.793232,64.062174,26.377772
동,2014-11-28,5654.818342,64.069531,29.270936
동,2022-05-31,9946.656016,64.059882,88.018405
동,2010-01-02,3379.869091,64.065501,73.818125
동,2008-01-01,3379.890777,64.062131,79.422104
동,2011-06-06,3379.844932,64.065911,5.458084
동,2010-12-27,8322.038201,64.07047,42.504204
동,2015-07-21,3379.621699,64.059376,93.945282
동,2012-09-18,7010.101338,64.198914,30.475043
동,2012-05-17,6537.040148,41.876471,42.632881
동,2015-03-02,3380.088833,64.066824,67.878509
동,2021-04-12,3379.621699,41.651717,84.258033
동,2020-05-17,3379.832188,64.069344,10.300764
동,2010-06-07,3379.713805,74.827319,89.288979
동,2015-06-10,7709.274769,64.06172,92.632906
동,2010-10-28,4786.900568,7.499749,38.0729
동,2010-02-13,3380.029523,64.068427,73.727968
동,2012-07-07,3379.988732,43.243758,2.841759
동,2015-07-03,3379.922881,64.062645,39.051826
동,2019-03-26,3379.621699,64.060491,6.063727
동,2012-06-13,7452.480013,49.930766,91.627585
동,2012-08-21,9299.438808,64.068991,2.841759
동,2023-07-16,8468.042204,64.064611,31.557228
동,2018-12-26,9345.385361,66.401087,2.841759
동,2008-01-01,9384.870269,45.364182,76.445707
동,2014-11-25,3379.806443,64.062069,38.838123
동,2008-05-22,3379.804942,90.517829,9.959675
동,2018-04-10,7949.318376,64.061516,42.233587
동,2021-10-26,7006.943129,64.064811,52.239495
동,2024-04-16,5083.769852,64.064238,7.864045
동,2012-11-25,3379.621699,64.06008,82.497096
동,2021-05-26,3379.701761,41.784828,20.283073
동,2019-04-24,3379.621699,64.060028,47.269232
동,2008-03-30,3379.79387,47.924878,92.783931
동,2014-08-04,3379.905556,64.071445,45.487487
동,2027-10-01,8111.601287,64.058871,25.429306
동,2008-01-01,7005.016054,64.060998,22.226398
동,2008-01-01,5268.289309,64.07091,41.37582
동,2011-01-20,3379.621699,64.064913,48.570303
동,2012-04-10,9253.691452,64.064281,72.307312
동,2014-08-25,3379.793024,64.059825,20.273711
동,2014-04-11,3379.802117,50.119376,92.96636
동,2008-01-01,9946.656016,64.068133,54.748018
동,2013-11-05,3379.829585,64.059391,84.379359
동,2015-12-21,3379.621699,80.965516,76.789517
동,2015-06-08,3379.621699,64.062768,52.727381
동,2024-01-25,3379.621699,9.503781,90.81608
동,2018-11-20,4725.899943,12.613071,73.135453
동,2020-06-27,5580.695358,64.069483,19.148326
동,2021-02-11,3379.668981,23.60657,46.633965
동,2008-01-01,5282.863386,44.810088,35.071398
동,2008-07-30,3379.621699,29.659697,12.894999
동,2008-02-11,3379.868588,64.887391,53.19635
동,2014-07-07,3379.681689,64.068626,19.01779
동,2016-03-13,3379.621699,64.063505,22.832926
동,2018-03-28,3380.134171,64.063192,65.385983
동,2011-03-22,3380.134432,64.064594,74.698446
동,2008-01-01,5287.235132,9.702621,91.605052
동,2016-05-20,3379.893256,64.067411,69.73421
동,2027-10-01,3379.772739,19.758166,89.000576
동,2008-01-01,7169.468896,64.071468,93.223509
동,2008-08-26,9946.656016,64.06041,91.27381
동,2009-07-24,9946.656016,64.071805,48.593925
동,2008-01-01,3379.887721,64.059707,42.442936
동,2009-02-07,3379.808762,64.062281,2.841759
동,2015-06-01,3379.621699,64.070836,8.12124
동,2014-01-07,3379.876895,64.060914,6.856416
동,2009-02-23,3379.66984,64.062198,46.553809
동,2021-05-06,3379.621699,61.31954,2.841759
동,2008-08-25,3379.827514,64.066676,87.994941
동,2023-08-10,3379.720587,7.499749,2.841759
동,2017-09-23,3379.804903,64.071235,43.836501
동,2013-05-17,5845.577572,74.114842,37.048776
동,2010-07-08,5831.168432,64.061421,2.841759
동,2018-10-19,9290.265065,66.083964,8.08988
동,2018-02-06,3379.621699,64.06979,26.181298
동,2016-08-31,3379.621699,64.071941,15.735433
동,2011-07-20,3379.621699,64.058983,42.013306
동,2008-12-23,3379.746071,64.068043,42.527035
동,2008-01-01,5827.636891,64.063008,23.535
동,2008-01-01,9704.928545,78.104892,92.879863
동,2010-10-09,3379.733383,72.443148,52.348664
동,2015-10-20,3379.621699,48.912793,2.841759
동,2017-04-28,3379.621699,64.060579,8.751796
동,2008-02-11,3379.999746,41.803162,88.041873
동,2008-01-01,3379.621699,40.576635,94.425506
동,2013-03-08,3379.965265,64.063762,9.340634
동,2011-06-05,3379.916087,40.657822,52.660549
동,2024-04-04,9946.656016,19.828523,88.42379
동,2008-01-01,6295.867171,8.764101,50.09599
동,2010-03-04,3379.621699,64.060116,2.841759
동,2008-01-01,3379.681827,64.060208,8.044843
동,2009-11-26,3380.005939,30.562455,61.989635
동,2023-03-23,3379.621699,64.068051,14.323832
동,2009-04-09,8246.014353,64.062739,2.841759
동,2012-11-24,3380.086818,64.071778,42.561232
동,2016-12-04,7350.611726,64.070633,46.002809
동,2014-05-25,3379.621699,64.069951,76.233714
동,2014-01-26,3379.621699,64.065388,29.859112
동,2016-03-31,3379.647478,60.722951,30.251016
동,2008-01-01,9946.656016,64.062346,45.058449
동,2014-04-29,7763.395932,64.060805,83.373472
동,2010-03-02,3379.871615,39.049216,46.191106
동,2008-01-01,3379.881962,42.070034,43.785016
동,2017-03-26,3379.621699,64.05915,90.730936
동,2011-04-01,3379.621699,52.703106,93.62907
동,2009-11-21,3379.83527,64.067167,52.749726
동,2019-04-11,3379.666071,64.06593,37.137484
동,2014-04-23,7060.86547,64.064661,34.473162
동,2014-04-07,3379.859387,40.616129,78.208429
동,2014-03-11,3379.621699,64.065706,47.233561
동,2012-11-20,3380.024609,64.060812,27.777031
동,2009-10-12,8604.640912,64.069458,19.415101
동,2020-11-11,3379.776171,64.062202,8.839005
동,2013-04-20,3380.063124,61.055062,24.776842
동,2010-02-04,3379.831473,64.06928,38.71363
동,2014-05-07,7012.614287,64.071489,75.468041
동,2020-07-27,7020.105584,62.573481,93.293783
동,2010-09-10,3379.621699,64.063366,46.241312
동,2008-07-13,3380.030948,73.990523,2.841759
동,2008-01-01,9946.656016,46.106949,67.33137
동,2008-01-01,3379.904137,14.056373,72.336962
동,2011-11-17,3379.621699,64.065419,75.924688
동,2008-01-01,3379.856391,32.024559,59.747306
동,2008-12-19,3379.621699,52.640206,30.733353
동,2009-10-20,3380.039563,90.517829,44.008819
동,2013-12-11,3379.621699,64.061466,68.004375
동,2020-05-30,3379.621699,64.065344,9.199866
동,2015-03-18,3379.738526,64.066154,41.863126
동,2010-05-14,9247.391577,10.578097,4.249526
동,2008-01-01,7935.454898,64.066505,23.447255
동,2008-06-03,3379.795551,64.069616,51.114477
동,2015-02-08,9559.69718,30.416258,93.024022
동,2027-10-01,3379.621699,64.067641,41.946551
동,2017-06-27,3379.621699,14.367834,77.29805
동,2008-01-01,3379.621699,64.059374,90.47081
동,2008-01-01,5833.94878,60.73685,41.956111
동,2013-07-20,7193.924067,64.070982,92.823431
동,2018-03-24,9699.169491,52.247166,63.683535
동,2017-08-04,3379.829469,21.575683,54.419284
동,2015-06-18,7755.872676,64.064025,2.841759
동,2010-04-03,3380.073103,64.064663,2.841759
동,2008-01-01,3705.888024,75.638168,14.977071
동,2016-11-14,3379.840117,11.225223,30.984121
동,2008-01-01,3380.013579,8.725904,61.994243
동,2008-01-01,3379.621699,64.065378,66.413699
