╠╓а╬,╠Б╟ё,©╧цЬ╟║╟щ(╢ч╥╞_еФ),╪Ж╠ч╬ха╓х╜аЖ╪Ж,╫цюЕюЭ╦ааЖг╔
╢одл,2008-09-06,17669.68015,6.237791,59.391501
╢одл,2008-01-01,8496.365865,6.237791,44.716704
╢одл,2018-08-31,28844.4509,6.237791,84.35662
╢одл,2023-09-08,8496.365865,6.237791,30.182588
╢одл,2026-04-11,8496.365865,20.91978,38.529598
╢одл,2016-05-08,15222.83193,6.237791,76.516939
╢одл,2011-09-12,8496.365865,6.241646,53.011262
╢одл,2021-06-26,13212.41362,60.471826,53.408308
╢одл,2019-04-15,8496.365865,6.237791,58.454858
╢одл,2017-10-22,8496.365865,6.237791,8.238146
╢одл,2008-01-01,8496.365865,37.673217,47.766085
╢одл,2023-06-20,8496.512419,6.237791,49.979557
╢одл,2017-06-16,24246.00949,47.449989,47.761305
╢одл,2017-06-14,16702.55595,6.237791,60.419884
╢одл,2022-05-08,8496.365865,6.237791,49.551845
╢одл,2023-05-22,17345.28863,6.237791,39.273689
╢одл,2015-02-04,8496.365865,6.237791,0.857918
╢одл,2014-03-04,15611.81265,48.73283,17.918712
╢одл,2027-10-01,8496.365865,43.51679,22.470363
╢одл,2022-12-04,11845.95493,6.237791,41.16667
╢одл,2026-12-16,19113.38927,6.237791,6.817529
╢одл,2017-05-26,8496.442431,6.237791,76.795126
╢одл,2027-10-01,8496.365865,6.237791,0.857918
╢одл,2016-04-03,8496.365865,16.75701,85.139393
╢одл,2018-12-19,8496.365865,6.237791,40.107906
╢одл,2027-10-01,9911.090024,6.237791,49.783622
╢одл,2008-01-01,21851.37016,6.237791,54.369811
╢одл,2020-12-28,8496.365865,11.796151,85.131088
╢одл,2009-11-18,20041.19834,6.237791,6.762515
╢одл,2015-04-14,8496.515504,6.237791,36.422342
╢одл,2018-10-24,22236.77362,69.362071,17.474006
╢одл,2026-01-04,8496.365865,6.237791,9.329765
╢одл,2027-10-01,17225.68601,6.237791,14.348862
╢одл,2011-07-24,8496.365865,6.237791,78.99802
╢одл,2013-05-16,8496.365865,28.062586,0.857918
╢одл,2016-06-07,8496.365865,6.237791,0.857918
╢одл,2016-03-24,8496.365865,66.576933,11.358777
╢одл,2010-11-22,9212.624318,6.237791,13.309725
╢одл,2013-08-13,8496.365865,6.237791,71.280308
╢одл,2018-11-14,8496.365865,6.237791,2.410939
╢одл,2017-02-26,17556.4739,8.817096,80.569432
╢одл,2012-08-12,14999.33498,6.237791,20.081661
╢одл,2017-01-05,8496.441112,6.237791,84.404592
╢одл,2017-10-21,8496.365865,8.045833,88.883655
╢одл,2018-05-08,15368.63805,44.314187,84.38246
╢одл,2011-10-18,8496.365865,6.237791,35.686466
╢одл,2026-10-12,8496.365865,6.237791,0.857918
╢одл,2013-05-29,8496.365865,6.237791,17.027209
╢одл,2019-12-02,8496.365865,6.263606,22.083946
╢одл,2017-09-24,17140.73991,6.241613,0.857918
╢одл,2014-01-01,8496.365865,6.237791,13.604988
╢одл,2017-04-24,8496.365865,60.787996,19.086095
╢одл,2018-02-21,8496.588821,6.237791,64.566497
╢одл,2016-12-04,8496.478614,47.625696,39.401299
╢одл,2027-04-24,8496.365865,20.80387,30.63744
╢одл,2010-11-30,14023.02433,6.237791,12.334394
╢одл,2008-01-01,15618.89195,6.237791,35.861602
╢одл,2015-06-20,15564.57933,6.237791,25.944255
╢одл,2008-01-01,8496.365865,6.237791,63.296382
╢одл,2009-03-01,8496.365865,6.237791,49.669208
╢одл,2020-03-23,17647.17376,6.237791,64.247797
╢одл,2020-08-02,8496.365865,44.340032,19.191452
╢одл,2026-06-20,8496.365865,6.237791,52.31689
╢одл,2019-09-07,8496.365865,6.23956,68.666317
╢одл,2021-08-26,8496.365865,6.439583,44.381054
╢одл,2008-01-01,8496.365865,9.449073,45.056372
╢одл,2008-01-01,13316.34243,6.237791,39.00571
╢одл,2020-02-13,8496.365865,6.237791,52.296648
╢одл,2019-05-27,13960.84799,6.237791,23.721854
╢одл,2019-12-12,8496.799035,6.237791,11.084019
╢одл,2013-02-04,8496.365865,48.764356,83.504001
╢одл,2022-03-07,8496.365865,6.237791,36.216813
╢одл,2019-07-23,8496.365865,6.237791,90.879269
╢одл,2013-04-20,8496.415879,16.467068,88.899021
╢одл,2012-03-14,15438.567,9.095405,9.32098
╢одл,2013-05-23,8496.365865,34.035854,18.113736
╢одл,2023-11-12,8496.443353,6.237791,63.319845
╢одл,2024-04-01,10863.61251,6.237791,22.410688
╢одл,2025-01-15,8496.365865,6.237791,48.702083
╢одл,2017-12-25,11575.21825,7.432803,62.769804
╢одл,2008-01-01,17323.69886,6.237791,30.293433
╢одл,2020-08-13,8496.365865,6.237791,8.402223
╢одл,2008-01-01,17567.48622,6.237791,6.883634
╢одл,2016-02-22,8496.365865,44.110481,89.52873
╢одл,2013-09-22,15585.1398,6.237791,4.666309
╢одл,2020-04-14,19092.11406,49.585959,26.875305
╢одл,2019-04-23,8496.365865,18.612048,6.735041
╢одл,2027-10-01,8496.365865,6.237791,11.029264
╢одл,2027-10-01,8496.365865,6.237791,27.602689
╢одл,2008-12-19,24583.32056,6.237791,0.857918
╢одл,2027-07-30,8496.365865,6.237791,52.263848
╢одл,2014-07-20,8496.659374,6.237791,78.437272
╢одл,2022-01-16,8496.365865,6.237791,75.394242
╢одл,2026-01-31,8496.365865,26.0216,41.03354
╢одл,2009-10-19,17586.41601,6.237791,62.785276
╢одл,2021-11-14,10276.04988,18.639819,17.570067
╢одл,2019-09-10,8496.676024,69.044393,82.160931
╢одл,2011-06-13,22510.00677,12.316593,0.857918
╢одл,2018-09-22,12529.75907,6.241312,64.894553
╢одл,2018-12-31,8496.491931,17.035261,14.6128
╢одл,2008-01-01,8496.365865,6.237791,75.662943
╢одл,2017-06-09,8496.365865,48.264801,8.105653
╢одл,2018-11-28,8496.792824,44.521861,89.492087
╢одл,2015-06-22,8496.365865,13.561053,26.866569
╢одл,2027-05-20,17427.68423,6.237791,0.857918
╢одл,2027-10-01,8496.365865,6.237791,47.756534
╢одл,2018-05-17,28844.4509,6.237791,25.884613
╢одл,2017-06-12,8496.365865,6.237791,16.97664
╢одл,2014-03-28,8496.365865,6.237791,0.857918
╢одл,2009-11-12,17643.15593,9.688454,39.512097
╢одл,2018-04-28,8496.365865,27.291863,62.601488
╢одл,2027-08-28,8496.365865,6.237791,28.820852
╢одл,2008-01-01,17228.772,6.237791,30.091047
╢одл,2026-05-07,16430.18968,14.206875,12.350547
╢одл,2019-12-20,8496.365865,52.747759,30.109593
╢одл,2008-10-20,8496.365865,6.237791,21.716509
╢одл,2014-09-29,15787.98547,6.237791,62.791996
╢одл,2008-01-01,8496.365865,6.237791,56.586006
╢одл,2008-01-01,16065.56185,6.237791,5.116165
╢одл,2022-01-02,18842.38545,6.2382,56.059143
╢одл,2009-12-22,13747.38024,44.170732,0.857918
╢одл,2021-06-24,26418.50202,24.066666,47.80445
╢одл,2027-10-01,8496.365865,6.237791,59.494275
╢одл,2018-07-31,8496.365865,6.237791,47.808776
╢одл,2021-08-17,16033.54211,6.237791,17.023723
╢одл,2016-12-07,8496.628866,6.277777,22.021148
╢одл,2011-12-14,18618.41651,22.187412,58.803892
╢одл,2017-02-03,8496.365865,6.237791,37.539439
╢одл,2027-10-01,8496.365865,6.237791,36.404875
╢одл,2017-12-27,8496.365865,6.241426,66.74564
╢одл,2025-11-26,8496.365865,48.404347,30.775533
╢одл,2027-10-01,8496.365865,6.237791,55.293893
╢одл,2022-08-02,8496.365865,61.182213,90.436934
╢одл,2011-02-20,20310.51338,18.56587,86.635769
╢одл,2027-10-01,8496.365865,64.358863,84.099552
╢одл,2024-04-10,8496.365865,6.237791,2.456665
╢одл,2012-10-28,8496.671305,33.479232,40.267295
╢одл,2020-12-11,8496.365865,6.237791,92.659548
╢одл,2010-12-02,20851.1391,6.237791,85.110299
╢одл,2012-03-22,18961.36804,15.426288,71.449421
╢одл,2011-02-13,8496.365865,6.237791,0.857918
╢одл,2019-02-19,8496.365865,34.592423,0.857918
╢одл,2011-10-12,18417.53148,6.237791,19.413836
╢одл,2008-06-11,16485.30864,6.237791,22.14665
╢одл,2008-01-01,8496.761072,6.237791,62.575738
╢одл,2013-05-08,8496.365865,6.237791,73.627772
╢одл,2016-09-02,8496.784091,6.237791,7.143754
╢одл,2016-11-03,22755.50754,59.692837,57.236777
╢одл,2012-08-25,9407.530857,6.237791,52.448368
╢одл,2015-02-01,8496.365865,6.237791,85.118616
╢одл,2011-06-07,16049.55111,6.237791,39.302112
╢одл,2012-10-07,8496.365865,6.237791,38.484459
╢одл,2017-06-18,8496.546741,6.237791,44.671946
╢одл,2014-09-13,14131.199,6.237791,47.950315
╢одл,2020-05-29,8496.365865,17.762027,0.857918
╢одл,2013-08-31,8496.365865,7.895489,52.315973
╢одл,2018-04-14,8496.365865,6.237791,27.586152
╢одл,2013-02-01,17363.47197,57.379441,54.743497
╢одл,2019-04-11,8496.365865,6.237791,83.443198
╢одл,2016-05-21,8496.365865,57.450094,78.748907
╢одл,2019-12-01,12360.99471,9.34908,49.75149
╢одл,2008-01-01,25863.04934,6.237791,35.700252
╢одл,2018-01-16,8496.365865,10.056612,5.982568
╢одл,2012-10-11,8517.875957,6.237791,5.247984
╢одл,2027-10-01,17398.02398,35.477774,30.146845
╢одл,2012-12-08,8496.365865,6.237791,11.138795
╢одл,2024-08-25,8496.365865,60.474064,49.848103
╢одл,2018-04-27,8496.365865,6.237791,85.512023
╢одл,2022-09-20,8496.827634,6.237791,85.784818
╢одл,2017-02-18,8496.365865,6.237791,63.187041
╢одл,2011-10-17,8496.365865,30.100977,63.216892
╢одл,2016-06-08,8496.365865,6.237791,26.995772
╢одл,2016-11-30,8496.692986,28.852424,30.128243
╢одл,2021-05-04,24287.69771,68.868233,44.714484
╢одл,2015-02-20,17446.00545,44.120764,3.275912
╢одл,2013-03-12,25080.53863,6.237791,48.621875
╢одл,2024-03-21,8496.365865,55.319201,62.573463
╢одл,2027-10-01,8496.365865,48.134269,30.122058
╢одл,2013-03-18,10548.59759,60.022418,84.09857
╢одл,2014-03-18,11347.74077,6.241374,61.70521
╢одл,2013-08-17,8496.365865,48.227507,63.300825
╢одл,2017-04-26,8496.365865,6.237791,12.431375
╢одл,2026-11-17,8496.365865,7.48735,38.710323
╢одл,2024-01-21,17324.12998,6.237791,30.417966
╢одл,2026-12-06,8496.648447,6.237791,90.670322
╢одл,2011-05-16,8496.365865,42.037162,51.469886
╢одл,2014-03-17,8496.742185,28.117209,0.857918
╢одл,2024-04-26,8496.365865,28.559335,22.390783
╢одл,2012-06-08,8496.365865,6.237791,64.612965
╢одл,2020-10-22,13958.60476,12.046741,0.857918
╢одл,2023-12-08,8496.365865,6.237791,9.948517
╢одл,2021-08-21,8496.365865,6.237791,57.329725
╢одл,2018-09-26,8496.61241,47.756359,78.312628
╢одл,2008-07-28,8496.365865,6.237791,84.089662
╢одл,2011-05-18,8496.365865,6.237791,12.485627
╢одл,2023-09-25,8496.365865,6.237791,21.549518
╢одл,2014-03-16,8496.365865,7.419111,23.868905
╢одл,2014-03-22,8496.365865,6.237791,8.320957
╢одл,2018-02-03,16825.13448,6.237791,63.226837
╢одл,2009-01-01,16453.81113,6.237791,64.031318
╢одл,2027-10-01,14433.03019,60.460637,61.935461
╢одл,2026-01-08,17288.06149,39.692082,38.423489
╢одл,2020-02-12,12124.30867,6.237791,47.247481
╢одл,2018-08-04,8496.365865,6.237791,36.506307
╢одл,2008-01-01,10282.56126,6.237791,73.28353
╢одл,2020-09-28,8496.365865,42.368524,83.545582
╢одл,2011-12-05,17046.1727,60.462875,20.484719
╢одл,2016-07-28,17554.67574,6.237791,45.098609
╢одл,2008-01-01,10215.22307,6.237791,73.323508
╢одл,2020-01-09,8496.59424,14.381116,52.622236
╢одл,2016-03-27,8496.365865,16.657727,20.266015
╢одл,2008-01-01,8496.365865,6.237791,64.936315
╢одл,2015-06-07,8496.365865,18.054111,24.82224
╢одл,2017-05-21,8496.365865,9.149126,44.946179
╢одл,2017-01-12,8496.833279,9.576217,71.507966
╢одл,2021-12-24,8496.365865,47.590554,0.857918
╢одл,2016-04-22,8496.365865,42.240939,28.662775
╢одл,2018-11-06,8496.365865,6.237791,24.089529
╢одл,2009-10-03,8496.721512,6.237791,0.857918
╢одл,2015-08-07,8496.813491,18.359739,35.658889
╢одл,2010-08-31,8496.365865,6.237791,63.311306
╢одл,2027-10-01,8496.365865,6.237791,84.354091
╢одл,2018-12-19,8496.365865,16.896136,62.901761
╢одл,2027-10-01,8496.365865,6.237791,52.138649
╢одл,2025-11-04,23292.00534,6.237791,25.91444
╢одл,2015-12-14,8496.365865,6.237791,2.227995
╢одл,2014-06-19,8496.365865,6.237791,14.442043
╢одл,2024-05-23,8496.365865,61.226579,8.384464
╢одл,2020-11-25,8496.365865,27.644085,23.14422
╢одл,2026-06-08,8496.365865,6.237791,55.98486
╢одл,2013-04-09,8496.365865,54.031525,68.857451
╢одл,2013-01-20,10280.22873,6.237791,50.879684
╢одл,2008-01-01,8496.365865,49.916649,2.278492
╢одл,2027-10-01,8496.516744,7.934024,15.422202
╢одл,2014-01-22,17437.57617,6.237791,30.231981
╢одл,2027-01-02,17042.214,43.389205,11.936391
╢одл,2022-07-02,8496.773315,6.241383,0.857918
╢одл,2017-01-10,8496.365865,55.408953,0.857918
╢одл,2018-08-13,18289.43425,60.869046,62.808721
╢одл,2019-04-13,8496.365865,6.237791,71.107913
╢одл,2019-08-16,17149.08776,6.237791,24.457211
╢одл,2020-04-09,21914.26823,31.227649,50.023748
╢одл,2008-01-01,8496.365865,6.237791,44.955862
╢одл,2019-05-16,8496.384315,6.237791,84.092617
╢одл,2016-04-11,22470.71383,42.878864,71.283948
╢одл,2021-08-02,8496.365865,66.998242,19.868423
╢одл,2017-10-19,8496.365865,6.239141,84.385066
╢одл,2021-07-21,8496.365865,6.237791,7.931136
╢одл,2027-07-13,8496.365865,6.237791,61.40574
╢одл,2012-10-07,17165.78147,6.237791,25.76535
╢одл,2015-04-07,8496.398489,8.077767,30.078642
╢одл,2008-09-29,15595.41893,6.237791,54.445233
╢одл,2023-06-15,8496.365865,6.237791,19.143591
╢одл,2008-01-01,8496.365865,6.237791,93.609536
╢одл,2015-08-26,17649.27335,47.555413,45.348048
╢одл,2020-01-03,8496.365865,68.938505,2.268472
╢одл,2013-02-02,8496.365865,6.239473,7.839902
╢одл,2016-06-28,17708.29469,6.237791,57.515569
╢одл,2019-03-22,8496.808062,16.545373,84.075499
╢одл,2020-11-28,8496.365865,6.237791,17.329911
╢одл,2013-11-21,8496.480622,46.607119,11.486539
╢одл,2022-12-18,8496.365865,37.637476,63.305052
╢одл,2027-10-01,18626.60459,6.237791,8.873971
╢одл,2015-10-25,13962.64412,65.237238,73.270248
╢одл,2020-04-01,11570.22165,6.237791,64.784904
╢одл,2024-09-04,8496.61376,6.237791,26.206777
╢одл,2016-04-16,17233.38677,6.237791,38.245113
╢одл,2017-04-25,8496.365865,6.237791,22.209405
╢одл,2008-01-01,17486.56035,6.237791,85.90846
╢одл,2009-07-07,8496.365865,9.096713,9.778134
╢одл,2021-09-27,8496.50023,12.86904,63.317711
╢одл,2010-10-20,8496.365865,6.237791,12.696238
╢одл,2026-12-13,8496.365865,7.687148,8.91645
╢одл,2027-10-01,17358.91964,6.237791,12.31819
╢одл,2014-11-21,8496.365865,8.830618,90.848796
╢одл,2011-12-13,8496.365865,6.237791,0.857918
╢одл,2008-04-01,8496.829539,6.237791,16.953019
╢одл,2011-07-22,8496.365865,50.907666,76.741768
╢одл,2009-08-10,17411.20453,6.237791,64.817901
╢одл,2018-04-14,10282.0943,62.501363,58.626132
╢одл,2008-01-01,8496.365865,6.237791,2.795981
╢одл,2010-08-07,10315.96449,6.237791,37.232942
╢одл,2015-11-06,12607.61815,50.465407,4.583344
╢одл,2023-03-11,8496.737255,67.253672,78.979641
╢одл,2022-09-12,8496.365865,35.662231,38.805447
╢одл,2016-11-12,8496.365865,6.237791,93.609536
╢одл,2018-12-16,12425.94999,6.237791,49.94671
╢одл,2021-03-17,8496.365865,6.237791,63.221329
╢одл,2012-08-18,10532.98245,20.572056,16.968757
╢одл,2015-09-05,8496.365865,6.237791,51.122284
╢одл,2023-01-14,8496.532713,6.237791,50.023188
╢одл,2016-03-27,8496.365865,57.318999,64.915415
╢одл,2018-02-16,8496.365865,6.237791,67.228577
╢одл,2014-10-17,8496.365865,68.630336,30.991178
╢одл,2011-04-29,17103.15831,28.150046,0.857918
╢одл,2018-06-30,8496.365865,44.689706,76.374001
╢одл,2012-10-22,18577.38145,6.237791,9.034861
╢одл,2013-03-21,8496.365865,6.237791,7.639795
╢одл,2024-03-31,8496.493695,6.237791,43.364096
╢одл,2017-11-25,8496.365865,52.741755,6.380978
╢одл,2014-12-19,8496.365865,6.237791,44.864721
╢одл,2008-07-10,8496.483829,60.465113,0.857918
╢одл,2021-05-21,8496.365865,48.047204,12.463681
╢одл,2021-01-16,22326.71629,6.237791,76.27878
╢одл,2011-12-01,8496.365865,25.83798,25.854739
╢одл,2011-06-17,21788.48409,31.894892,23.612552
╢одл,2016-12-31,8496.449857,6.237791,84.14392
╢одл,2018-05-20,22844.87223,54.573872,38.884313
╢одл,2012-01-11,8496.365865,6.237791,70.882949
╢одл,2011-03-03,8496.365865,6.237791,59.040904
╢одл,2024-12-30,16549.32676,6.237791,11.968622
╢одл,2014-06-09,17115.68957,6.237791,8.393318
╢одл,2019-11-13,16943.73962,6.237791,27.486888
╢одл,2020-12-18,20251.70384,6.241414,38.348504
╢одл,2027-10-01,8496.365865,56.181956,83.987706
╢одл,2012-09-10,10885.86856,6.237791,83.078422
╢одл,2010-08-12,14422.8841,6.237791,76.777342
╢одл,2013-08-15,13174.40016,66.235374,0.857918
╢одл,2011-07-13,8496.365865,6.237791,56.159307
╢одл,2017-12-22,22290.70725,60.727208,30.330358
╢одл,2014-01-28,8496.365865,6.237791,50.452276
╢одл,2015-08-09,28844.4509,6.237791,24.163051
╢одл,2019-09-26,8496.365865,6.237791,83.881763
╢одл,2014-02-24,8496.365865,34.86328,11.61431
╢одл,2017-11-11,8636.774828,6.237791,20.289963
╢одл,2016-01-05,8496.365865,6.237791,3.948017
╢одл,2021-09-30,8496.365865,6.237791,50.09601
╢одл,2013-07-31,8496.365865,6.237791,47.808587
╢одл,2008-01-01,12352.81805,13.868212,51.673435
╢одл,2023-03-22,8496.365865,6.237791,28.421234
╢одл,2015-03-22,8496.365865,37.15655,19.244661
╢одл,2024-03-08,14279.41618,42.039525,0.857918
╢одл,2027-10-01,16477.43542,6.237791,41.052555
╢одл,2013-09-20,8496.365865,6.237791,28.57148
╢одл,2024-03-16,8496.365865,60.747472,84.01279
╢одл,2020-06-16,8496.576211,52.753765,84.217295
╢одл,2015-03-11,23787.21568,6.237791,51.219293
╢одл,2011-06-18,17330.53602,6.237791,51.43051
╢одл,2014-06-21,8496.365865,9.382426,64.543199
╢одл,2022-01-07,8496.365865,42.113354,44.891958
╢одл,2015-08-11,15687.89704,6.237791,0.857918
╢одл,2015-11-08,8496.365865,8.029824,63.21578
╢одл,2024-09-05,8496.365865,6.237791,71.03969
╢одл,2013-09-04,8496.365865,6.237791,89.533964
╢одл,2018-07-18,8496.365865,42.623694,22.581111
╢одл,2012-11-23,8496.478588,6.237791,12.125587
╢одл,2027-10-01,8496.365865,6.237791,0.857918
╢одл,2011-07-15,8496.365865,6.237791,27.610992
╢одл,2025-03-13,8496.365865,6.237791,26.459977
╢одл,2026-07-28,8496.640247,42.036374,8.831553
╢одл,2012-07-25,8496.365865,6.237791,64.496773
╢одл,2009-01-06,12821.74116,9.585336,43.413146
╢одл,2027-10-01,8496.365865,44.211689,48.862504
╢одл,2027-10-01,8496.365865,6.237791,90.971696
╢одл,2016-11-11,22434.56601,6.237791,53.273957
╢одл,2012-02-09,8496.701794,56.021125,75.72265
╢одл,2017-07-22,8496.365865,6.237791,1.824522
╢одл,2015-10-20,8496.365865,50.354843,9.17662
╢одл,2012-10-14,8496.365865,8.826535,22.809463
╢одл,2016-03-26,8496.365865,60.469588,85.905794
╢одл,2027-10-01,15887.48224,50.064728,83.769703
╢одл,2024-09-07,21223.56145,24.872087,52.029422
╢одл,2025-08-17,9183.030978,6.237791,81.564039
╢одл,2020-01-14,8496.365865,6.237791,44.796646
╢одл,2014-02-24,17463.39218,6.237791,11.64625
╢одл,2026-12-04,8496.677761,61.11754,25.255638
╢одл,2027-10-01,8496.59025,6.237791,2.308717
╢одл,2015-03-09,10283.02765,30.413512,50.060291
╢одл,2025-06-07,8496.779669,6.239083,9.215461
╢одл,2014-11-19,19155.92788,6.237791,38.853967
╢одл,2013-01-06,8496.365865,6.237791,7.611596
╢одл,2018-04-08,17434.28358,6.237791,76.040699
╢одл,2011-09-20,16025.53598,6.237791,43.344348
╢одл,2022-08-29,13250.4256,11.968668,55.794104
╢одл,2012-10-14,8496.365865,61.10137,51.489575
╢одл,2015-02-10,16390.82624,46.24041,6.652701
╢одл,2027-10-01,8496.365865,53.109178,50.021503
╢одл,2019-01-23,8496.365865,44.015939,18.545153
╢одл,2026-02-25,8496.73233,6.237791,33.936343
╢одл,2020-09-09,8496.365865,6.237791,52.330692
╢одл,2024-04-28,8496.563293,6.237791,49.727797
╢одл,2019-04-28,8496.365865,6.240715,57.901485
╢одл,2010-04-30,8496.365865,6.237791,61.472241
╢одл,2016-02-02,8496.679204,6.237791,35.883669
╢одл,2009-12-08,16998.86451,6.237791,85.87924
╢одл,2017-04-11,25895.29038,17.081629,62.671695
╢одл,2014-03-14,8496.415861,6.237791,5.511768
╢одл,2014-05-14,8496.365865,6.237791,55.058006
╢одл,2026-04-10,8496.365865,6.237791,29.866724
╢одл,2027-10-01,18747.26454,6.517751,84.358642
╢одл,2017-10-16,8496.365865,60.486058,39.754332
╢одл,2019-12-20,8496.365865,6.237791,51.332155
╢одл,2008-01-01,8496.616909,19.993097,38.359239
╢одл,2008-08-29,8496.69439,61.198382,71.312817
╢одл,2011-05-04,10869.17676,6.237791,83.937103
╢одл,2027-10-01,10977.1811,36.902989,9.322393
╢одл,2027-10-01,8496.365865,6.237791,84.180623
╢одл,2011-09-01,8496.653873,6.237791,9.043237
╢одл,2023-01-12,8496.365865,6.237791,76.919819
╢одл,2017-04-30,8496.365865,36.545437,12.542844
╢одл,2019-03-29,18240.08045,6.237791,43.753928
╢одл,2022-11-30,8496.567869,6.237791,63.313424
╢одл,2024-08-15,8496.365865,6.237791,37.156285
╢одл,2027-02-24,17275.12578,9.10078,49.995989
╢одл,2012-08-01,15452.55346,48.302094,22.628946
╢одл,2023-04-03,18659.33236,60.456161,61.239258
╢одл,2008-01-01,17035.61879,6.237791,10.919719
╢одл,2015-08-03,23202.49272,66.292299,14.367468
╢одл,2019-10-06,8496.365865,6.237791,30.084831
╢одл,2026-11-12,17232.62083,6.237791,68.475189
╢одл,2013-01-17,8496.365865,6.237791,5.830417
╢одл,2020-12-12,8496.365865,17.561216,78.829683
╢одл,2020-01-17,8496.365865,42.035587,0.857918
╢одл,2027-10-01,8496.365865,6.237791,78.950746
╢одл,2017-09-04,28844.4509,6.237791,71.280802
╢одл,2016-04-19,8496.365865,9.654903,30.536239
╢одл,2016-06-22,8496.365865,36.631738,76.866432
╢одл,2014-09-17,8708.116735,10.007074,84.353083
╢одл,2020-05-18,8496.365865,6.237791,6.856309
╢одл,2025-06-20,17386.18852,6.237791,64.705875
╢одл,2008-01-01,8496.582557,44.293603,50.020409
╢одл,2018-04-06,8496.365865,6.237791,19.181892
╢одл,2027-09-18,8496.546818,6.237791,17.19908
╢одл,2017-10-04,8496.365865,6.237791,0.857918
╢одл,2010-07-06,8496.365865,6.237791,27.762613
╢одл,2009-04-04,10329.79055,36.602975,6.217087
╢одл,2025-07-27,16371.96725,6.237791,10.184825
╢одл,2013-09-10,18388.15636,6.237791,48.942714
╢одл,2008-01-01,11394.05977,6.237791,0.857918
╢одл,2027-06-05,15625.96846,6.237791,67.386845
╢одл,2019-02-25,8496.365865,6.237791,83.573598
╢одл,2017-08-04,8496.640561,6.237791,4.708423
╢одл,2027-10-01,25830.74639,6.237791,53.13017
╢одл,2011-11-19,14535.67398,6.237791,0.857918
╢одл,2018-01-03,8496.365865,6.237791,39.633191
╢одл,2021-11-08,8496.365865,6.237791,12.285872
╢одл,2017-04-05,17715.11906,6.237791,71.99548
╢одл,2017-09-05,12031.52264,6.237791,34.10356
╢одл,2014-12-31,8496.406196,6.237791,44.721089
╢одл,2023-08-12,8496.365865,56.664447,71.284943
╢одл,2008-01-01,8496.365865,6.237791,52.17507
╢одл,2022-10-07,8496.365865,6.237791,20.509053
╢одл,2013-08-15,8496.365865,6.237791,38.771972
╢одл,2027-10-01,9485.299871,32.551714,21.169871
╢одл,2015-05-12,8496.365865,6.237791,29.405519
╢одл,2021-08-29,8496.365865,39.217065,91.024502
╢одл,2020-04-21,17377.10466,6.237791,44.769426
╢одл,2025-01-23,8496.365865,6.237791,43.994702
╢одл,2017-06-23,13308.8053,6.237791,73.459624
╢одл,2027-10-01,8496.515716,29.892608,71.52747
╢одл,2021-12-14,8496.365865,48.320741,52.593246
╢одл,2009-07-19,8496.365865,6.237791,44.338922
╢одл,2017-07-01,8496.365865,69.203229,19.664441
╢одл,2027-10-01,16299.86462,6.237791,47.982165
╢одл,2024-08-08,13840.51222,6.237791,20.058577
╢одл,2027-08-01,8496.365865,6.313253,38.145387
╢одл,2008-01-01,13311.54382,6.237791,4.79276
╢одл,2013-10-25,8496.365865,6.237791,70.869904
╢одл,2008-01-01,8496.365865,6.242021,44.939693
╢одл,2021-10-29,8496.678506,57.198116,6.446976
